                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    133,                 1.2176,                 1.2051,                 1.2943,                0.55923,                0.33365,                0.33626,                0.15824,                    nan,                    nan,                    nan,             3.4566e-06,             3.4566e-06,             3.4566e-06
                    134,                 1.1795,                 1.1769,                 1.2839,                 0.5224,                0.35782,                0.33673,                0.16185,                    nan,                    nan,                    nan,             3.4066e-06,             3.4066e-06,             3.4066e-06
                    135,                 1.1767,                 1.2021,                 1.2843,                0.53167,                0.34439,                 0.3358,                0.15934,                    nan,                    nan,                    nan,             3.3567e-06,             3.3567e-06,             3.3567e-06
                    136,                 1.2152,                 1.1974,                 1.2951,                 0.5142,                0.35185,                0.33187,                0.16105,                    nan,                    nan,                    nan,             3.3067e-06,             3.3067e-06,             3.3067e-06
                    137,                 1.2063,                 1.2097,                 1.2909,                0.68233,                0.30107,                0.33886,                 0.1569,                    nan,                    nan,                    nan,             3.2567e-06,             3.2567e-06,             3.2567e-06
                    138,                 1.1776,                 1.1791,                 1.2766,                0.58468,                0.34777,                0.34186,                 0.1586,                    nan,                    nan,                    nan,             3.2068e-06,             3.2068e-06,             3.2068e-06
                    139,                 1.1841,                 1.1723,                 1.2747,                0.57212,                0.33051,                0.33621,                 0.1603,                    nan,                    nan,                    nan,             3.1568e-06,             3.1568e-06,             3.1568e-06
                    140,                 1.1823,                 1.1581,                 1.2867,                0.72631,                0.30374,                0.35001,                0.16738,                    nan,                    nan,                    nan,             3.1069e-06,             3.1069e-06,             3.1069e-06
                    141,                 1.1745,                 1.1728,                 1.2812,                0.67419,                0.31108,                0.34371,                0.16448,                    nan,                    nan,                    nan,              3.057e-06,              3.057e-06,              3.057e-06
                    142,                 1.1851,                  1.174,                 1.2785,                0.58367,                0.33707,                0.33671,                0.16091,                    nan,                    nan,                    nan,              3.007e-06,              3.007e-06,              3.007e-06
                    143,                 1.1857,                 1.1638,                 1.2794,                 0.6095,                0.32843,                0.34286,                0.16361,                    nan,                    nan,                    nan,             2.9571e-06,             2.9571e-06,             2.9571e-06
                    144,                 1.1824,                 1.1753,                 1.2831,                0.57255,                0.33632,                0.34293,                0.16501,                    nan,                    nan,                    nan,             2.9071e-06,             2.9071e-06,             2.9071e-06
